epoch,train_loss,train_acc,val_loss,val_acc
1,1.113812,0.442344,1.168451,0.727273
2,0.910193,0.589792,1.242852,0.757576
3,0.779884,0.746692,1.014582,0.787879
4,0.681937,0.776938,0.929146,0.818182
5,0.608208,0.839319,0.826585,0.825758
6,0.585018,0.837429,0.696236,0.795455
7,0.518091,0.824197,0.626995,0.856061
8,0.516453,0.839319,0.643940,0.848485
9,0.491309,0.862004,0.672985,0.787879
10,0.489833,0.826087,0.670662,0.803030
11,0.479457,0.882798,0.603669,0.863636
12,0.444161,0.871456,0.608703,0.810606
13,0.426979,0.879017,0.593998,0.840909
14,0.414911,0.896030,0.641965,0.848485
15,0.392918,0.899811,0.589508,0.878788
16,0.349728,0.888469,0.572061,0.734848
17,0.344540,0.894140,0.572933,0.886364
18,0.366863,0.909263,0.569916,0.886364
19,0.300921,0.896030,0.591305,0.840909
20,0.295589,0.909263,0.535323,0.893939
21,0.286090,0.930057,0.549534,0.795455
22,0.311560,0.920605,0.533595,0.833333
23,0.275522,0.918715,0.639449,0.856061
24,0.303919,0.916824,0.539359,0.886364
25,0.244608,0.941399,0.531020,0.886364
26,0.248462,0.916824,0.525902,0.886364
27,0.238414,0.933837,0.529997,0.886364
