epoch,train_loss,train_acc,val_loss,val_acc
1,1.019070,0.438563,1.809867,0.734848
2,0.742959,0.752363,1.340039,0.780303
3,0.606352,0.818526,0.837494,0.818182
4,0.490164,0.835539,0.757320,0.659091
5,0.427028,0.850662,0.734328,0.848485
6,0.398283,0.880907,0.618945,0.704545
7,0.321520,0.918715,0.567887,0.840909
8,0.297312,0.933837,0.668658,0.772727
9,0.278645,0.909263,0.623847,0.878788
10,0.245318,0.937618,0.586129,0.818182
11,0.205194,0.907372,0.665741,0.924242
12,0.168068,0.950851,0.664820,0.765152
13,0.165984,0.954631,0.709759,0.863636
14,0.142734,0.964083,0.869373,0.446970
15,0.151143,0.952741,1.043628,0.833333
16,0.129526,0.956522,0.516180,0.886364
17,0.084715,0.979206,0.622172,0.871212
18,0.093594,0.982987,0.564127,0.916667
