epoch,train_loss,train_acc,val_loss,val_acc
1,1.049671,0.512287,1.408922,0.727273
2,0.706771,0.818526,1.121633,0.787879
3,0.554229,0.839319,0.919321,0.787879
4,0.487983,0.824197,0.898149,0.780303
5,0.473491,0.844991,0.732069,0.681818
6,0.387135,0.882798,0.731727,0.772727
7,0.309516,0.905482,0.608545,0.780303
8,0.277758,0.882798,0.547597,0.803030
9,0.283851,0.903592,0.600924,0.795455
10,0.225616,0.933837,0.522680,0.878788
11,0.197263,0.958412,0.517959,0.871212
12,0.192738,0.941399,0.553071,0.893939
13,0.162029,0.962193,0.514454,0.909091
14,0.147361,0.977316,0.521330,0.909091
15,0.151416,0.954631,0.532972,0.893939
16,0.168307,0.954631,0.528125,0.893939
17,0.134131,0.948960,0.446851,0.931818
18,0.132141,0.977316,0.442810,0.878788
19,0.110536,0.977316,0.525522,0.825758
20,0.107965,0.956522,0.519951,0.893939
21,0.087112,0.984877,0.567796,0.901515
22,0.070733,0.979206,0.521255,0.916667
23,0.076987,0.984877,0.480795,0.916667
24,0.052107,0.986767,0.486281,0.931818
