epoch,train_loss,train_acc,val_loss,val_acc
1,1.390192,0.676749,1.123992,0.734848
2,0.886297,0.589792,0.925216,0.795455
3,0.669926,0.659735,0.795530,0.840909
4,0.583478,0.746692,0.742258,0.856061
5,0.521201,0.797732,0.753439,0.856061
6,0.489457,0.829868,0.706838,0.840909
7,0.456795,0.837429,0.672264,0.840909
8,0.436218,0.858223,0.674857,0.863636
9,0.395416,0.867675,0.655253,0.893939
10,0.368129,0.882798,0.644267,0.893939
11,0.400692,0.869565,0.641199,0.893939
12,0.353747,0.886578,0.632466,0.878788
13,0.358761,0.896030,0.627768,0.871212
14,0.368003,0.884688,0.625860,0.878788
15,0.360962,0.897921,0.627103,0.886364
16,0.337238,0.892250,0.617676,0.871212
17,0.316162,0.907372,0.627488,0.878788
18,0.309358,0.916824,0.625780,0.878788
19,0.318214,0.899811,0.627382,0.893939
20,0.332945,0.914934,0.624654,0.901515
21,0.313048,0.913043,0.632559,0.893939
22,0.314313,0.913043,0.626584,0.893939
23,0.311719,0.899811,0.621964,0.893939
