epoch,train_loss,train_acc,val_loss,val_acc
1,1.100404,0.610586,2.276902,0.750000
2,0.679793,0.776938,0.672079,0.780303
3,0.527287,0.860113,0.575550,0.833333
4,0.406389,0.880907,0.610302,0.871212
5,0.372244,0.863894,0.500018,0.863636
6,0.327867,0.899811,0.866219,0.590909
7,0.321309,0.894140,0.446343,0.886364
8,0.229063,0.930057,0.481067,0.901515
9,0.214899,0.947070,0.663288,0.893939
10,0.217796,0.947070,0.456343,0.893939
11,0.195994,0.948960,0.482261,0.909091
12,0.164359,0.960302,0.449039,0.931818
13,0.168846,0.960302,0.483050,0.901515
14,0.150277,0.960302,0.454909,0.916667
