epoch,train_loss,train_acc,val_loss,val_acc
1,1.122285,0.512287,1.283694,0.734848
2,0.860916,0.540643,1.243892,0.765152
3,0.796862,0.708885,1.101200,0.772727
4,0.740223,0.750473,0.852909,0.840909
5,0.661557,0.733459,0.792934,0.780303
6,0.607543,0.799622,0.818222,0.803030
7,0.554682,0.816635,0.696316,0.795455
8,0.538782,0.810964,0.634152,0.780303
9,0.480095,0.860113,0.599030,0.856061
10,0.462437,0.863894,0.611640,0.878788
11,0.460753,0.843100,0.597622,0.886364
12,0.474906,0.841210,0.564188,0.878788
13,0.401391,0.882798,0.558535,0.840909
14,0.391847,0.879017,0.583998,0.856061
15,0.396383,0.873346,0.548625,0.840909
16,0.399338,0.877127,0.539402,0.848485
17,0.376880,0.880907,0.540732,0.863636
18,0.347418,0.892250,0.560657,0.863636
