epoch,train_loss,train_acc,val_loss,val_acc
1,1.257357,0.347826,1.044442,0.727273
2,0.889349,0.671078,1.074458,0.772727
3,0.757115,0.748582,0.891149,0.810606
4,0.683563,0.795841,0.794532,0.848485
5,0.619781,0.805293,0.722861,0.840909
6,0.558001,0.844991,0.713400,0.810606
7,0.566291,0.839319,0.643943,0.871212
8,0.545963,0.835539,0.612444,0.893939
9,0.502214,0.867675,0.598717,0.901515
10,0.542546,0.841210,0.591750,0.893939
11,0.462620,0.860113,0.584071,0.893939
12,0.470766,0.875236,0.586008,0.901515
13,0.465632,0.860113,0.588686,0.893939
14,0.470938,0.869565,0.583650,0.901515
15,0.444359,0.869565,0.577789,0.901515
16,0.444010,0.892250,0.577800,0.901515
17,0.416604,0.897921,0.563244,0.901515
18,0.456819,0.882798,0.553957,0.909091
19,0.434363,0.882798,0.553309,0.909091
20,0.422155,0.897921,0.560835,0.901515
21,0.431312,0.880907,0.562958,0.901515
22,0.428165,0.892250,0.559628,0.901515
23,0.419641,0.896030,0.560828,0.901515
24,0.428401,0.907372,0.559420,0.901515
25,0.408571,0.890359,0.561228,0.909091
26,0.435754,0.873346,0.564054,0.909091
