epoch,train_loss,train_acc,val_loss,val_acc
1,1.199048,0.436673,1.407317,0.734848
2,0.863134,0.678639,1.256754,0.757576
3,0.785543,0.725898,0.994496,0.795455
4,0.679845,0.795841,0.821193,0.810606
5,0.652639,0.809074,0.839896,0.848485
6,0.615842,0.801512,0.801309,0.765152
7,0.592662,0.801512,0.811878,0.689394
8,0.559196,0.829868,0.765800,0.833333
9,0.502481,0.867675,0.600259,0.848485
10,0.487820,0.846881,0.736685,0.840909
11,0.434041,0.886578,0.808194,0.780303
12,0.432324,0.886578,0.587982,0.863636
13,0.414098,0.886578,0.541643,0.856061
14,0.407042,0.880907,0.599297,0.765152
15,0.372848,0.886578,0.698702,0.856061
16,0.378967,0.905482,0.685966,0.856061
17,0.366836,0.905482,0.513382,0.856061
18,0.353608,0.896030,0.524136,0.863636
19,0.354125,0.863894,0.662196,0.886364
20,0.305756,0.913043,0.636393,0.901515
21,0.308651,0.899811,0.557326,0.863636
22,0.290504,0.918715,0.507404,0.878788
23,0.324448,0.916824,0.532131,0.848485
24,0.271654,0.922495,0.690501,0.886364
25,0.258719,0.935728,0.558894,0.848485
26,0.258932,0.933837,0.471559,0.886364
27,0.277590,0.909263,0.461251,0.886364
28,0.280828,0.894140,0.589842,0.871212
29,0.254662,0.941399,0.471975,0.931818
30,0.247845,0.937618,0.520036,0.863636
31,0.217847,0.943289,0.483565,0.909091
32,0.237783,0.911153,0.457454,0.916667
33,0.207302,0.948960,0.491455,0.924242
34,0.192544,0.941399,0.483341,0.825758
35,0.224671,0.922495,0.407643,0.909091
36,0.202935,0.918715,0.411734,0.931818
37,0.198027,0.931947,0.698230,0.840909
38,0.175488,0.967864,0.439732,0.901515
39,0.174817,0.947070,0.424370,0.924242
40,0.171310,0.933837,0.659044,0.727273
41,0.163442,0.939509,0.522168,0.916667
42,0.130120,0.973535,0.498050,0.924242
43,0.151150,0.952741,0.679639,0.901515
44,0.135734,0.960302,0.767145,0.893939
45,0.161584,0.930057,0.559412,0.772727
46,0.133022,0.962193,0.469908,0.924242
47,0.138610,0.967864,0.506210,0.901515
48,0.160090,0.926276,0.657464,0.863636
49,0.158493,0.935728,0.655324,0.863636
50,0.117423,0.958412,0.395007,0.939394
