epoch,train_loss,train_acc,val_loss,val_acc
1,1.149430,0.531191,1.397255,0.727273
2,0.910847,0.620038,1.230855,0.757576
3,0.799986,0.716446,1.001092,0.795455
4,0.661175,0.771267,0.853117,0.848485
5,0.630180,0.846881,0.685182,0.878788
6,0.583039,0.831758,0.671272,0.856061
7,0.554238,0.826087,0.702619,0.848485
8,0.544437,0.844991,0.696187,0.871212
9,0.534159,0.826087,0.674786,0.833333
10,0.511280,0.852552,0.641647,0.840909
11,0.509920,0.844991,0.627075,0.848485
12,0.501121,0.852552,0.643108,0.825758
13,0.471794,0.858223,0.648032,0.840909
14,0.488176,0.856333,0.636281,0.840909
15,0.491813,0.854442,0.630632,0.840909
16,0.481423,0.862004,0.627551,0.840909
17,0.466114,0.871456,0.626071,0.848485
18,0.451519,0.873346,0.620969,0.840909
19,0.467355,0.871456,0.611358,0.848485
20,0.463300,0.886578,0.609666,0.848485
21,0.440273,0.897921,0.603042,0.856061
22,0.472746,0.867675,0.597020,0.840909
23,0.449471,0.873346,0.595855,0.848485
24,0.422309,0.875236,0.598209,0.840909
25,0.455971,0.869565,0.600318,0.840909
26,0.453960,0.882798,0.599348,0.856061
27,0.444047,0.884688,0.600399,0.848485
28,0.438404,0.892250,0.598574,0.848485
29,0.428749,0.896030,0.609194,0.863636
30,0.468497,0.882798,0.603834,0.863636
