epoch,train_loss,train_acc,val_loss,val_acc
1,0.990342,0.599244,1.206236,0.727273
2,0.647517,0.778828,1.026401,0.810606
3,0.502045,0.769376,0.752539,0.825758
4,0.428298,0.862004,0.633308,0.871212
5,0.419547,0.816635,0.746773,0.666667
6,0.365849,0.869565,0.578900,0.901515
7,0.331382,0.897921,0.495755,0.871212
8,0.291495,0.884688,0.536464,0.787879
9,0.261334,0.920605,0.537010,0.863636
10,0.246427,0.930057,0.530151,0.909091
11,0.230116,0.930057,0.538303,0.909091
12,0.214237,0.931947,0.544959,0.886364
13,0.208979,0.941399,0.554656,0.916667
14,0.202720,0.948960,0.528007,0.916667
