epoch,train_loss,train_acc,val_loss,val_acc
1,1.199048,0.436673,1.407317,0.734848
2,0.863134,0.678639,1.256754,0.757576
3,0.785543,0.725898,0.994496,0.795455
4,0.679845,0.795841,0.821193,0.810606
5,0.652639,0.809074,0.839896,0.848485
6,0.615842,0.801512,0.801309,0.765152
7,0.592662,0.801512,0.811878,0.689394
8,0.559196,0.829868,0.765800,0.833333
9,0.502481,0.867675,0.600259,0.848485
10,0.489423,0.844991,0.655476,0.856061
11,0.441766,0.875236,0.712940,0.863636
12,0.449107,0.880907,0.658626,0.856061
13,0.434628,0.880907,0.579068,0.848485
14,0.437838,0.871456,0.565368,0.856061
15,0.405918,0.879017,0.625783,0.863636
16,0.392862,0.892250,0.642137,0.863636
17,0.414695,0.901701,0.602753,0.878788
18,0.407752,0.886578,0.569700,0.886364
19,0.411645,0.862004,0.570983,0.893939
20,0.376760,0.873346,0.566128,0.878788
21,0.378216,0.890359,0.574279,0.893939
22,0.362473,0.903592,0.574649,0.893939
23,0.405004,0.896030,0.568464,0.878788
24,0.359320,0.907372,0.563686,0.878788
25,0.358266,0.905482,0.571823,0.886364
26,0.346830,0.907372,0.570481,0.893939
