epoch,train_loss,train_acc,val_loss,val_acc
1,1.143977,0.370510,1.278695,0.727273
2,0.835822,0.699433,1.328779,0.765152
3,0.726531,0.752363,1.086576,0.772727
4,0.672964,0.744802,0.794868,0.856061
5,0.646987,0.756144,0.745638,0.840909
6,0.554008,0.831758,0.768942,0.863636
7,0.524749,0.856333,0.670341,0.825758
8,0.507826,0.795841,0.628107,0.878788
9,0.465227,0.841210,0.672587,0.833333
10,0.503671,0.841210,0.621443,0.765152
11,0.432236,0.850662,0.609525,0.871212
12,0.452298,0.869565,0.713647,0.757576
13,0.383855,0.899811,0.618550,0.863636
14,0.356475,0.905482,0.566510,0.871212
15,0.336058,0.894140,0.576555,0.863636
