epoch,train_loss,train_acc,val_loss,val_acc
1,1.172783,0.330813,1.530890,0.727273
2,0.829669,0.599244,1.164871,0.757576
3,0.681857,0.710775,0.902360,0.825758
4,0.605892,0.793951,0.792204,0.863636
5,0.582090,0.820416,0.720320,0.871212
6,0.467083,0.843100,0.679647,0.871212
7,0.462534,0.831758,0.654697,0.856061
8,0.405724,0.841210,0.642956,0.871212
9,0.427588,0.879017,0.645717,0.863636
10,0.401454,0.875236,0.641408,0.871212
11,0.376237,0.873346,0.639153,0.871212
12,0.333284,0.907372,0.646751,0.856061
13,0.347785,0.880907,0.637439,0.856061
14,0.331352,0.894140,0.637170,0.863636
15,0.342013,0.886578,0.647933,0.856061
16,0.352117,0.899811,0.627223,0.863636
17,0.356707,0.884688,0.629053,0.863636
18,0.332266,0.884688,0.627353,0.863636
19,0.318601,0.905482,0.620933,0.878788
20,0.322173,0.892250,0.620120,0.871212
21,0.320593,0.903592,0.625967,0.878788
22,0.322843,0.907372,0.622387,0.878788
23,0.259080,0.930057,0.619499,0.878788
24,0.305087,0.899811,0.630969,0.878788
25,0.320208,0.907372,0.623825,0.878788
26,0.291055,0.907372,0.625950,0.878788
27,0.310920,0.909263,0.631093,0.863636
28,0.290966,0.907372,0.617017,0.871212
29,0.287928,0.905482,0.621659,0.878788
30,0.270617,0.928166,0.619267,0.871212
31,0.278638,0.899811,0.620484,0.878788
32,0.254885,0.930057,0.618327,0.871212
33,0.267933,0.935728,0.611264,0.871212
34,0.279469,0.930057,0.609423,0.871212
35,0.255688,0.926276,0.615099,0.871212
36,0.252072,0.924386,0.624477,0.871212
37,0.254128,0.935728,0.617814,0.878788
38,0.243997,0.937618,0.622954,0.886364
39,0.249020,0.926276,0.625374,0.871212
40,0.247309,0.933837,0.634228,0.886364
41,0.252927,0.914934,0.638004,0.878788
