epoch,train_loss,train_acc,val_loss,val_acc
1,1.203466,0.357278,1.268918,0.727273
2,0.922836,0.512287,1.137750,0.750000
3,0.799276,0.769376,0.993670,0.795455
4,0.685883,0.829868,0.803171,0.833333
5,0.639294,0.797732,0.746042,0.856061
6,0.605928,0.869565,0.668095,0.840909
7,0.563483,0.871456,0.642642,0.856061
8,0.513756,0.892250,0.554358,0.856061
9,0.508572,0.852552,0.686337,0.727273
10,0.460979,0.869565,0.601361,0.856061
11,0.440930,0.879017,0.545361,0.916667
12,0.490838,0.880907,0.586795,0.886364
13,0.452128,0.897921,0.630702,0.886364
14,0.415058,0.907372,0.570349,0.909091
15,0.370203,0.903592,0.519930,0.931818
16,0.365949,0.918715,0.479004,0.886364
17,0.401094,0.896030,0.509603,0.848485
18,0.374667,0.911153,0.505121,0.886364
19,0.352038,0.924386,0.536587,0.909091
20,0.391590,0.911153,0.512488,0.916667
21,0.326322,0.930057,0.505199,0.916667
22,0.379776,0.901701,0.481452,0.916667
