epoch,train_loss,train_acc,val_loss,val_acc
1,1.185127,0.502836,1.284933,0.727273
2,0.703545,0.716446,1.256530,0.772727
3,0.552885,0.869565,0.871565,0.840909
4,0.484669,0.839319,0.718602,0.818182
5,0.415632,0.894140,0.697245,0.840909
6,0.401945,0.886578,0.653097,0.765152
7,0.313990,0.894140,0.529225,0.825758
8,0.337690,0.903592,0.525254,0.863636
9,0.278730,0.926276,0.593418,0.871212
10,0.250901,0.935728,0.555096,0.886364
11,0.258890,0.939509,0.521084,0.893939
12,0.232875,0.928166,0.568716,0.893939
13,0.263530,0.914934,0.590907,0.856061
14,0.226775,0.909263,0.554417,0.871212
15,0.223615,0.935728,0.507783,0.901515
16,0.214769,0.931947,0.519603,0.871212
17,0.206267,0.931947,0.515925,0.893939
18,0.203311,0.941399,0.510491,0.901515
19,0.210106,0.937618,0.508076,0.901515
20,0.200831,0.945180,0.499017,0.909091
21,0.190020,0.947070,0.511909,0.909091
22,0.186772,0.954631,0.506137,0.909091
23,0.217026,0.941399,0.508030,0.909091
24,0.197760,0.950851,0.515861,0.909091
25,0.177152,0.958412,0.510257,0.909091
26,0.174958,0.954631,0.508453,0.909091
27,0.176050,0.950851,0.497523,0.909091
28,0.178462,0.954631,0.507747,0.909091
29,0.182376,0.943289,0.505261,0.909091
30,0.181475,0.952741,0.497317,0.909091
31,0.175569,0.965974,0.501685,0.909091
32,0.180293,0.954631,0.499809,0.909091
33,0.180749,0.948960,0.499910,0.909091
34,0.165731,0.950851,0.496623,0.909091
35,0.190707,0.962193,0.498891,0.916667
36,0.177987,0.958412,0.505434,0.916667
37,0.179449,0.962193,0.489441,0.909091
38,0.185817,0.960302,0.488935,0.909091
39,0.189945,0.943289,0.498414,0.909091
40,0.157928,0.958412,0.501995,0.909091
41,0.163009,0.960302,0.496492,0.909091
42,0.156342,0.956522,0.495979,0.909091
43,0.190207,0.962193,0.501304,0.909091
44,0.175959,0.947070,0.504111,0.909091
45,0.183093,0.950851,0.499568,0.909091
