epoch,train_loss,train_acc,val_loss,val_acc
1,1.017924,0.529301,2.355469,0.727273
2,0.635535,0.822306,1.281367,0.787879
3,0.529762,0.814745,0.802581,0.886364
4,0.422398,0.844991,0.651795,0.878788
5,0.411051,0.839319,0.856994,0.522727
6,0.360720,0.862004,0.595869,0.893939
7,0.309951,0.914934,0.597517,0.909091
8,0.272436,0.926276,0.574155,0.871212
9,0.272220,0.922495,0.485728,0.878788
10,0.239826,0.913043,0.487097,0.893939
11,0.223661,0.926276,0.465187,0.901515
12,0.192219,0.941399,0.478354,0.901515
13,0.200304,0.939509,0.493006,0.901515
14,0.195525,0.937618,0.499019,0.901515
15,0.182360,0.941399,0.488094,0.909091
16,0.177016,0.947070,0.478664,0.909091
17,0.199944,0.943289,0.488588,0.916667
18,0.161333,0.948960,0.487682,0.916667
